cycle,length(butterfly),nb_reproductions,nb_deaths_predation,nb_deaths_natural,nb_deaths_total,nb_black,nb_white,nb_gray,nb_BB,nb_WW,nb_BW,nb_allele_B,nb_allele_W
753,599,6,1,6,7,153,153,287,157,153,289,603,595
754,599,9,0,9,9,155,150,285,159,152,288,606,592
755,599,5,1,4,5,157,152,285,158,153,288,604,594
756,599,4,1,3,4,158,152,285,159,152,288,606,592
757,600,9,0,8,8,158,152,281,161,156,283,605,595
758,597,6,3,6,9,159,153,279,161,155,281,603,591
759,600,9,0,6,6,160,152,279,161,153,286,608,592
760,599,8,1,8,9,157,151,283,158,154,287,603,595
761,600,7,0,6,6,157,153,283,160,154,286,606,594
762,599,7,1,7,8,158,150,284,159,151,289,607,591
763,600,7,0,6,6,158,148,287,160,149,291,611,589
764,599,7,1,7,8,155,149,288,158,151,290,606,592
765,599,10,1,9,10,157,149,283,160,150,289,609,589
766,599,10,1,9,10,159,146,284,163,147,289,615,583
767,599,7,1,6,7,163,146,283,166,148,285,617,581
768,600,8,0,7,7,164,146,282,166,147,287,619,581
769,600,5,0,5,5,163,145,287,166,146,288,620,580
770,600,4,0,4,4,165,145,286,165,145,290,620,580
771,600,5,0,5,5,164,144,287,168,144,288,624,576
772,599,8,1,8,9,168,141,282,174,141,284,632,566
773,599,6,1,5,6,172,139,282,173,141,285,631,567
774,599,6,1,5,6,170,141,282,172,142,285,629,569
775,599,3,1,2,3,170,141,285,170,142,287,627,571
776,600,6,0,5,5,167,140,287,168,140,292,628,572
777,598,6,2,6,8,168,137,287,168,138,292,628,568
778,597,4,3,2,5,166,135,292,167,136,294,628,566
779,600,4,0,1,1,167,136,293,170,136,294,634,566
780,599,3,1,3,4,170,132,294,170,133,296,636,562
781,598,7,2,6,8,169,133,289,172,134,292,636,560
782,599,10,1,8,9,170,133,286,172,136,291,635,563
783,600,4,0,3,3,171,134,291,171,135,294,636,564
784,597,4,2,5,7,168,134,291,169,134,294,632,562
785,600,11,0,8,8,167,133,289,172,135,293,637,563
786,600,4,0,4,4,170,135,291,171,138,291,633,567
787,599,6,1,6,7,169,138,286,172,141,286,630,568
788,600,5,0,4,4,171,141,283,174,143,283,631,569
789,600,3,0,3,3,172,143,282,172,145,283,627,573
790,599,7,1,7,8,169,145,278,171,146,282,624,574
791,599,7,1,6,7,170,144,278,172,146,281,625,573
792,600,12,0,11,11,170,143,275,175,145,280,630,570
793,599,4,0,5,5,175,143,277,176,144,279,631,567
794,599,9,1,8,9,174,143,273,177,144,278,632,566
795,600,7,0,6,6,176,142,275,177,144,279,633,567
796,600,5,0,5,5,177,141,277,177,143,280,634,566
797,599,8,1,8,9,175,141,275,178,143,278,634,564
798,600,7,0,6,6,177,142,274,179,144,277,635,565
799,600,8,0,8,8,178,139,275,179,141,280,638,562
800,600,5,0,5,5,179,139,277,181,139,280,642,558
801,600,1,0,1,1,181,138,280,182,138,280,644,556
802,598,7,2,7,9,178,138,275,182,138,278,642,554
803,598,5,2,3,5,179,138,276,179,141,278,636,560
804,600,4,0,2,2,178,141,277,178,142,280,636,564
805,600,6,0,6,6,177,139,278,181,140,279,641,559
806,599,5,1,5,6,177,139,278,179,141,279,637,561
807,599,3,1,2,3,177,141,278,177,141,281,635,563
808,600,10,0,9,9,175,139,276,175,144,281,631,569
809,600,5,0,5,5,174,144,277,175,148,277,627,573
810,599,1,1,1,2,175,148,275,175,148,276,626,572
811,600,15,0,14,14,173,144,268,176,149,275,627,573
812,599,8,0,9,9,175,145,271,178,148,273,629,569
813,600,5,0,4,4,178,145,272,180,146,274,634,566
814,599,7,1,7,8,178,144,270,181,145,273,635,563
815,599,9,1,8,9,178,143,269,180,148,271,631,567
816,599,9,1,8,9,179,145,266,182,147,270,634,564
817,597,8,3,7,10,179,144,266,180,146,271,631,563
818,599,11,1,8,9,179,142,267,183,144,272,638,560
819,599,8,1,7,8,182,140,269,185,142,272,642,556
820,599,10,1,9,10,183,140,266,185,143,271,641,557
821,599,6,1,5,6,185,141,267,188,144,267,643,555
822,600,5,0,4,4,187,144,264,189,144,267,645,555
823,599,7,1,7,8,188,138,266,191,139,269,651,547
824,600,8,0,7,7,189,137,266,191,138,271,653,547
825,600,9,0,9,9,190,135,266,190,135,275,655,545
826,599,7,1,7,8,187,133,272,188,135,276,652,546
827,600,6,0,5,5,187,132,275,187,134,279,653,547
828,598,5,2,5,7,185,133,275,186,135,277,649,547
829,600,9,0,7,7,183,135,273,183,139,278,644,556
830,597,9,2,10,12,180,136,272,183,138,276,642,552
831,599,12,0,10,10,183,133,271,184,135,280,648,550
832,598,7,2,6,8,181,132,278,182,135,281,645,551
833,598,7,1,6,7,179,131,281,180,135,283,643,553
834,599,8,0,7,7,177,134,280,180,134,285,645,553
835,599,11,1,10,11,175,134,279,180,136,283,643,555
836,600,5,0,4,4,178,136,281,179,140,281,639,561
837,599,4,0,5,5,177,140,278,179,140,280,638,560
838,600,7,0,6,6,177,138,278,180,140,280,640,560
839,600,9,0,9,9,178,139,274,179,141,280,638,562
840,600,4,0,4,4,177,139,280,178,141,281,637,563
841,598,7,2,7,9,175,140,276,177,140,281,635,561
842,600,8,0,6,6,176,137,279,181,138,281,643,557
843,599,12,1,12,13,177,133,277,182,135,282,646,552
844,599,10,1,9,10,181,133,275,182,135,282,646,552
845,600,6,0,5,5,181,134,279,183,135,282,648,552
846,600,4,0,4,4,182,133,281,183,134,283,649,551
847,599,4,1,4,5,180,134,281,182,136,281,645,553
848,598,7,2,6,8,180,135,276,181,136,281,643,553
849,598,10,2,8,10,178,134,276,181,137,280,642,554
850,597,5,3,3,6,179,136,277,181,136,280,642,552
851,600,5,0,2,2,180,136,279,180,138,282,642,558
852,600,7,0,7,7,177,137,279,180,137,283,643,557
853,600,5,0,5,5,178,137,280,179,138,283,641,559
854,600,6,0,6,6,177,138,279,178,140,282,638,562
855,598,8,2,8,10,177,137,276,181,139,278,640,556
856,600,7,0,5,5,178,139,276,181,140,279,641,559
857,597,5,3,5,8,179,139,274,180,139,278,638,556
858,600,8,0,5,5,179,139,274,182,141,277,641,559
859,599,2,1,2,3,182,141,274,183,141,275,641,557
860,600,9,0,8,8,179,139,273,180,142,278,638,562
861,598,7,2,7,9,178,139,274,181,141,276,638,558
862,600,9,0,7,7,180,139,272,181,141,278,640,560
863,600,5,0,5,5,179,138,278,181,138,281,643,557
864,600,9,0,9,9,179,138,274,180,145,275,635,565
865,600,6,0,6,6,179,145,270,180,149,271,631,569
866,598,5,2,5,7,177,147,269,179,148,271,629,567
867,600,7,0,5,5,178,145,270,180,147,273,633,567
868,599,5,1,5,6,178,147,269,180,148,271,631,567
869,598,6,1,6,7,178,146,268,182,147,269,633,563
870,598,3,2,1,3,182,147,266,182,148,268,632,564
871,600,14,0,12,12,178,146,262,183,149,268,634,566
872,599,6,1,6,7,181,146,266,182,147,270,634,564
873,600,8,0,7,7,180,145,267,182,148,270,634,566
874,599,5,1,5,6,180,148,266,183,148,268,634,564
875,599,7,1,6,7,179,148,265,180,151,268,628,570
876,599,6,1,5,6,179,150,264,181,150,268,630,568
877,599,6,1,5,6,180,148,265,181,150,268,630,568
878,598,8,1,8,9,177,149,264,180,152,266,626,570
879,598,7,1,6,7,180,149,262,183,150,265,631,565
880,600,6,0,4,4,182,149,263,186,150,264,636,564
881,598,3,2,3,5,184,149,262,184,150,264,632,564
882,599,9,1,7,8,182,147,261,185,151,263,633,565
883,600,7,0,6,6,182,150,261,183,151,266,632,568
884,597,7,3,7,10,177,149,264,179,151,267,625,569
885,600,8,0,5,5,178,150,264,179,151,270,628,572
886,600,9,0,9,9,178,145,268,182,146,272,636,564
887,599,8,1,8,9,181,145,265,182,148,269,633,565
888,599,4,1,3,4,180,147,268,181,148,270,632,566
889,600,5,0,4,4,178,148,269,181,148,271,633,567
890,599,7,1,7,8,178,145,269,180,146,273,633,565
891,599,9,1,8,9,177,146,267,181,147,271,633,565
892,600,7,0,6,6,178,147,268,180,149,271,631,569
893,599,2,1,2,3,180,147,270,180,147,272,632,566
894,599,6,1,5,6,177,147,269,177,149,273,627,571
895,600,7,0,6,6,174,148,271,175,148,277,627,573
896,599,7,1,7,8,171,146,275,173,147,279,625,573
897,599,8,1,7,8,171,146,274,172,146,281,625,573
898,598,2,2,1,3,170,146,280,171,147,280,622,574
899,598,8,2,6,8,170,146,274,173,146,279,625,571
900,598,7,1,6,7,170,145,276,171,148,279,621,575
901,600,4,0,2,2,170,147,279,171,149,280,622,578
902,599,8,1,8,9,169,149,273,170,152,277,617,581
903,599,9,1,8,9,168,149,273,171,154,274,616,582
904,599,5,1,4,5,170,153,271,170,154,275,615,583
905,599,7,1,6,7,167,152,273,169,153,277,615,583
906,598,5,2,4,6,168,149,276,170,150,278,618,578
907,599,12,1,10,11,168,147,272,169,150,280,618,580
908,600,8,0,7,7,166,148,278,167,149,284,618,582
909,599,5,1,5,6,165,147,282,166,149,284,616,582
910,598,6,2,5,7,164,149,279,167,150,281,615,581
911,600,4,0,2,2,165,150,281,166,152,282,614,586
912,600,3,0,3,3,165,152,280,166,153,281,613,587
913,599,4,1,4,5,166,153,276,167,155,277,611,587
914,599,6,1,5,6,165,154,274,167,156,276,610,588
915,600,10,0,9,9,164,155,271,165,156,279,609,591
916,599,5,1,5,6,161,155,278,163,158,278,604,594
917,598,8,2,7,9,161,156,273,164,158,276,604,592
918,600,9,0,7,7,162,155,274,162,160,278,602,598
919,599,5,1,5,6,160,159,275,162,160,277,601,597
920,599,5,1,4,5,161,159,274,162,160,277,601,597
921,599,7,1,6,7,159,158,275,161,159,279,601,597
922,600,12,0,11,11,156,157,275,157,161,282,596,604
923,599,4,1,4,5,156,159,280,156,162,281,593,605
924,599,9,1,8,9,155,159,276,160,161,278,598,600
925,600,3,0,2,2,159,161,277,159,163,278,596,604
926,599,5,1,5,6,159,159,276,161,159,279,601,597
927,598,10,2,9,11,158,157,273,161,163,274,596,600
928,597,7,3,5,8,159,162,269,162,165,270,594,600
929,600,11,0,8,8,160,164,265,164,167,269,597,603
930,600,2,0,2,2,163,167,268,163,169,268,594,606
931,599,5,1,5,6,163,167,264,165,167,267,597,601
932,598,10,2,9,11,160,164,264,165,165,268,598,598
933,599,11,1,9,10,162,162,264,166,162,271,603,595
934,599,5,1,4,5,165,162,267,166,165,268,600,598
935,599,7,1,6,7,165,163,264,168,165,266,602,596
936,599,4,1,3,4,168,163,264,168,164,267,603,595
937,600,5,0,4,4,167,163,265,168,163,269,605,595
938,598,8,0,10,10,165,161,264,168,162,268,604,592
939,598,5,1,4,5,168,160,265,168,160,270,606,590
940,600,11,0,9,9,168,157,264,169,158,273,611,589
941,600,6,0,6,6,166,156,272,168,157,275,611,589
942,600,8,0,8,8,164,155,273,166,157,277,609,591
943,599,8,1,8,9,163,154,274,164,156,279,607,591
944,599,7,1,6,7,163,154,275,163,157,279,605,593
945,600,6,0,5,5,163,154,277,165,157,278,608,592
946,599,6,1,6,7,164,154,275,165,155,279,609,589
947,599,4,1,3,4,164,153,278,165,155,279,609,589
948,599,2,1,1,2,165,155,277,165,155,279,609,589
949,600,5,0,4,4,164,155,276,165,156,279,609,591
950,599,8,1,8,9,164,152,275,165,155,279,609,589
951,596,9,3,9,12,160,155,272,161,158,277,599,593
952,599,8,1,4,5,159,158,274,164,158,277,605,593
953,600,9,0,8,8,161,158,272,164,164,272,600,600
954,599,8,1,8,9,163,163,265,163,165,271,597,601
955,599,9,1,8,9,160,164,266,164,166,269,597,601
956,599,8,1,7,8,161,164,266,164,165,270,598,600
957,599,8,1,7,8,162,163,266,163,165,271,597,601
958,599,6,1,5,6,163,163,267,164,165,270,598,600
959,600,9,0,8,8,162,164,265,163,164,273,599,601
960,599,12,1,12,13,160,164,263,165,165,269,599,599
961,598,5,1,5,6,164,163,266,164,166,268,596,600
962,600,6,0,4,4,161,165,268,164,165,271,599,601
963,600,5,0,5,5,162,165,268,165,166,269,599,601
964,600,6,0,6,6,165,165,264,165,169,266,596,604
965,600,4,0,4,4,163,168,265,164,170,266,594,606
966,598,5,1,6,7,161,169,263,162,170,266,590,606
967,600,13,0,11,11,159,165,263,162,167,271,595,605
968,599,5,0,6,6,159,166,269,159,169,271,589,609
969,599,8,0,8,8,157,166,268,161,170,268,590,608
970,599,11,1,10,11,158,169,261,160,172,267,587,611
971,600,4,0,3,3,159,171,266,159,172,269,587,613
972,599,6,1,6,7,155,172,266,157,173,269,583,615
973,599,7,1,6,7,156,171,265,156,177,266,578,620
974,600,8,0,7,7,155,175,262,158,179,263,579,621
975,598,5,0,7,7,158,175,260,159,177,262,580,616
976,600,9,0,7,7,158,174,259,160,176,264,584,616
977,598,10,1,11,12,154,174,260,157,174,267,581,615
978,600,11,0,9,9,155,173,261,157,175,268,582,618
979,600,6,0,6,6,155,173,266,158,174,268,584,616
980,599,3,1,3,4,156,172,268,157,172,270,584,614
981,598,9,2,8,10,156,170,263,157,173,268,582,614
982,600,8,0,6,6,157,171,264,158,173,269,585,615
983,600,8,0,8,8,154,171,267,155,177,268,578,622
984,599,7,1,7,8,152,176,264,152,178,269,573,625
985,599,6,1,5,6,152,175,266,153,177,269,575,623
986,600,7,0,6,6,153,174,266,156,175,269,581,619
987,599,6,0,7,7,155,171,267,156,174,269,581,617
988,599,6,1,5,6,155,171,267,157,172,270,584,614
989,599,5,0,5,5,155,171,268,157,173,269,583,615
990,600,3,0,2,2,157,172,268,157,174,269,583,617
991,600,7,0,7,7,156,170,267,157,171,272,586,614
992,599,5,1,5,6,154,171,269,155,174,270,580,618
993,598,5,1,5,6,155,174,264,155,177,266,576,620
994,599,6,1,4,5,155,174,264,157,175,267,581,617
995,600,8,0,7,7,154,174,264,156,176,268,580,620
996,598,7,1,8,9,154,173,264,155,174,269,579,617
997,600,8,0,6,6,154,172,266,154,176,270,578,622
998,597,7,3,7,10,154,174,262,154,176,267,575,619
999,596,11,3,9,12,151,175,259,153,179,264,570,622
