cycle,length(butterfly),nb_reproductions,nb_deaths_predation,nb_deaths_natural,nb_deaths_total,nb_black,nb_white,nb_gray,nb_BB,nb_WW,nb_BW,nb_allele_B,nb_allele_W
286,600,8,0,8,8,253,87,252,258,88,254,770,430
287,600,3,0,3,3,255,88,254,257,89,254,768,432
288,600,4,0,4,4,254,89,253,255,91,254,764,436
289,600,8,0,8,8,252,90,250,254,91,255,763,437
290,600,4,0,4,4,252,90,254,253,92,255,761,439
291,600,8,0,8,8,252,92,248,254,95,251,759,441
292,598,3,1,4,5,251,95,249,252,95,251,755,441
293,600,10,0,8,8,249,95,246,255,95,250,760,440
294,600,1,0,1,1,254,95,250,254,96,250,758,442
295,600,3,0,3,3,253,95,249,255,95,250,760,440
296,600,8,0,8,8,251,91,250,255,93,252,762,438
297,600,3,0,3,3,254,93,250,254,94,252,760,440
298,599,7,1,7,8,251,92,249,255,93,251,761,437
299,599,8,1,7,8,254,92,245,258,93,248,764,434
300,600,5,0,4,4,257,92,246,260,93,247,767,433
301,599,2,1,2,3,260,93,244,260,93,246,766,432
302,599,9,1,8,9,255,91,244,258,93,248,764,434
303,599,8,1,7,8,254,92,245,256,95,248,760,438
304,600,7,0,6,6,255,94,244,260,94,246,766,434
305,600,10,0,10,10,255,92,243,258,94,248,764,436
306,600,2,0,2,2,257,93,248,257,94,249,763,437
307,600,4,0,4,4,256,94,246,257,94,249,763,437
308,599,6,1,6,7,255,93,245,256,95,248,760,438
309,599,11,1,10,11,253,94,241,261,94,244,766,432
310,600,7,0,6,6,259,94,240,262,94,244,768,432
311,599,7,0,8,8,257,93,242,260,94,245,765,433
312,599,9,0,9,9,257,94,239,258,95,246,762,436
313,599,11,1,10,11,251,95,242,256,96,247,759,439
314,599,8,0,8,8,251,95,245,254,95,250,758,440
315,599,5,1,4,5,251,95,248,253,96,250,756,442
316,600,10,0,9,9,247,96,247,252,96,252,756,444
317,600,11,0,11,11,248,95,246,252,97,251,755,445
318,600,5,0,5,5,250,95,250,253,95,252,758,442
319,600,3,0,3,3,252,93,252,254,93,253,761,439
320,600,3,0,3,3,252,93,252,254,93,253,761,439
321,600,7,0,7,7,250,91,252,251,92,257,759,441
322,598,4,1,5,6,249,91,254,252,91,255,759,437
323,600,6,0,4,4,248,91,255,251,93,256,758,442
324,599,9,1,9,10,244,92,254,245,95,259,749,449
325,600,8,0,7,7,242,95,255,246,97,257,749,451
326,599,7,0,8,8,245,96,251,247,98,254,748,450
327,600,7,0,6,6,244,96,253,246,96,258,750,450
328,600,4,0,4,4,246,94,256,249,94,257,755,445
329,600,1,0,1,1,248,94,257,249,94,257,755,445
330,598,6,2,6,8,246,92,254,249,94,255,753,443
331,600,3,0,1,1,248,94,255,249,94,257,755,445
332,599,7,0,8,8,244,94,254,248,96,255,751,447
333,599,7,1,6,7,247,94,251,249,94,256,754,444
334,600,8,0,7,7,247,92,253,248,95,257,753,447
335,599,9,1,9,10,242,91,257,246,93,260,752,446
336,600,12,0,11,11,243,91,254,247,94,259,753,447
337,600,6,0,6,6,246,91,257,247,92,261,755,445
338,600,1,0,1,1,246,92,261,247,92,261,755,445
339,600,5,0,5,5,244,91,260,246,91,263,755,445
340,600,7,0,7,7,243,90,260,247,92,261,755,445
341,600,5,0,5,5,243,92,260,246,93,261,753,447
342,599,4,1,4,5,244,92,259,245,93,261,751,447
343,599,9,1,8,9,243,93,254,246,94,259,751,447
344,600,5,0,4,4,244,94,257,246,94,260,752,448
345,600,6,0,6,6,244,94,256,247,95,258,752,448
346,598,10,2,10,12,243,93,252,247,94,257,751,445
347,600,6,0,4,4,245,93,256,247,93,260,754,446
348,598,6,2,6,8,244,92,256,248,92,258,754,442
